numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,1139,1684,44.000000,0,1,-1,1
150.000000,1,1280,1957,36.000000,0,1,-1,1
150.000000,1,1068,2314,30.000000,1,1,1,1
150.000000,1,1106,2667,68.000000,1,1,1,1
150.000000,1,1162,2664,72.000000,0,1,-1,1
150.000000,1,1102,1767,54.000000,1,3,3,1
150.000000,1,1098,2104,56.000000,1,1,1,1
150.000000,1,1097,1911,103.000000,1,2,2,1
150.000000,1,1068,2137,28.000000,0,1,-1,1
150.000000,1,1099,2052,54.000000,1,1,1,1
150.000000,1,1069,2162,23.000000,1,1,1,1
150.000000,1,1094,2097,30.000000,1,1,1,1
150.000000,1,1100,1725,29.000000,1,1,1,1
150.000000,1,1068,2288,28.000000,0,1,-1,1
150.000000,1,1131,2053,68.000000,1,1,1,1
150.000000,1,1068,2712,32.000000,0,1,-1,1
150.000000,1,1133,1919,47.000000,1,1,1,1
150.000000,1,1169,2000,44.000000,0,1,-1,1
150.000000,1,1104,2046,48.000000,0,1,-1,1
150.000000,1,1069,2861,41.000000,1,1,1,1
150.000000,1,1089,1916,78.000000,1,1,1,1
150.000000,1,1066,2334,77.000000,1,1,1,1
150.000000,1,1097,2161,38.000000,1,1,1,1
150.000000,1,1077,2735,72.000000,0,1,-1,1
150.000000,1,1135,1873,64.000000,0,1,-1,1
150.000000,1,1290,2107,83.000000,1,2,2,1
150.000000,1,1106,1695,42.000000,1,1,1,1
150.000000,1,1066,2853,67.000000,1,1,1,1
150.000000,1,1099,2071,31.000000,1,1,1,1
150.000000,1,1087,2152,39.000000,1,1,1,1
150.000000,1,1100,2085,67.000000,1,1,1,1
150.000000,1,1299,1874,43.000000,1,1,1,1
150.000000,1,1109,2653,32.000000,1,1,1,1
150.000000,1,1299,2101,67.000000,1,3,3,1
150.000000,1,1068,2259,32.000000,0,1,-1,1
150.000000,1,1095,2081,91.000000,1,1,1,1
150.000000,1,1299,1888,92.000000,1,1,1,1
150.000000,1,1096,1501,54.000000,1,3,3,1
150.000000,1,1297,1803,67.000000,1,3,3,1
150.000000,1,1092,1889,56.000000,1,1,1,1
150.000000,1,1068,2284,32.000000,0,1,-1,1
150.000000,1,1089,2119,32.000000,0,1,-1,1
150.000000,1,1153,1628,70.000000,1,3,3,1
150.000000,1,1180,1893,40.000000,0,1,-1,1
150.000000,1,1094,1997,32.000000,1,1,1,1
150.000000,1,1129,1989,85.000000,1,3,3,1
150.000000,1,1068,2874,32.000000,0,1,-1,1
150.000000,1,1092,2277,39.000000,1,3,3,1
150.000000,1,1088,2176,71.000000,1,1,1,1
150.000000,1,1068,2085,32.000000,0,1,-1,1
150.000000,1,1300,1698,35.000000,1,1,1,1
150.000000,1,1300,1753,70.000000,1,1,1,1
150.000000,1,1091,2696,79.000000,1,1,1,1
150.000000,1,1098,1936,89.000000,1,1,1,1
150.000000,1,1113,2002,40.000000,1,1,1,1
150.000000,1,1068,2624,32.000000,0,1,-1,1
150.000000,1,1298,1882,98.000000,1,3,3,1
150.000000,1,1289,1726,52.000000,1,3,3,1
150.000000,1,1068,2881,32.000000,0,1,-1,1
150.000000,1,1080,2728,26.000000,1,1,1,1
150.000000,1,1286,2101,64.000000,1,3,3,1
150.000000,1,1294,1913,61.000000,1,2,2,1
150.000000,1,1181,1815,72.000000,1,2,2,1
150.000000,1,1131,2676,32.000000,1,1,1,1
150.000000,1,1102,2146,32.000000,0,1,-1,1
150.000000,1,1084,2724,32.000000,0,1,-1,1
150.000000,1,1068,2352,32.000000,0,1,-1,1
150.000000,1,1153,1639,51.000000,1,3,3,1
150.000000,1,1164,1825,60.000000,1,1,1,1
150.000000,1,1068,2346,32.000000,0,1,-1,1
150.000000,1,1123,1898,59.000000,1,2,2,1
150.000000,1,1085,2112,48.000000,1,3,3,1
150.000000,1,1120,1881,60.000000,1,1,1,1
150.000000,1,1137,1792,51.000000,1,3,3,1
150.000000,1,1078,2741,55.000000,1,1,1,1
150.000000,1,1068,2087,36.000000,0,1,-1,1
150.000000,1,1114,2672,71.000000,1,1,1,1
150.000000,1,1273,2663,32.000000,0,1,-1,1
150.000000,1,1074,2040,60.000000,1,1,1,1
150.000000,1,1153,2059,39.000000,1,1,1,1
150.000000,1,1068,2762,40.000000,0,1,-1,1
150.000000,1,1068,2288,28.000000,0,1,-1,1
150.000000,1,1068,2764,71.000000,0,1,-1,1
150.000000,1,1080,2681,87.000000,1,3,3,1
150.000000,1,1068,2847,32.000000,0,1,-1,1
150.000000,1,1068,2696,32.000000,0,1,-1,1
150.000000,1,1149,2100,32.000000,0,1,-1,1
150.000000,1,1297,1732,87.000000,1,3,3,1
150.000000,1,1152,1816,32.000000,1,1,1,1
150.000000,1,1108,1888,65.000000,1,1,1,1
150.000000,1,1068,2175,24.000000,0,1,-1,1
150.000000,1,1068,2337,40.000000,0,1,-1,1
150.000000,1,1087,1995,31.000000,1,1,1,1
150.000000,1,1112,2067,81.000000,1,3,3,1
150.000000,1,1172,2652,48.000000,1,2,2,1
150.000000,1,1087,2131,44.000000,0,1,-1,1
150.000000,1,1377,1679,56.000000,0,1,-1,1
150.000000,1,1292,2080,53.000000,1,1,1,1
150.000000,1,1150,1958,28.000000,0,1,-1,1
150.000000,1,1079,1824,64.000000,0,1,-1,1
150.000000,1,1092,2118,97.000000,1,3,3,1
150.000000,1,1280,2093,85.000000,1,3,3,1
150.000000,1,1282,2030,39.000000,1,1,1,1
150.000000,1,1099,2125,39.000000,1,1,1,1
150.000000,1,1090,2005,98.000000,1,1,1,1
150.000000,1,1068,2308,24.000000,0,1,-1,1
150.000000,1,1165,2659,34.000000,1,1,1,1
150.000000,1,1084,2202,32.000000,0,1,-1,1
150.000000,1,1080,2080,63.000000,1,1,1,1
150.000000,1,1174,2104,75.000000,1,1,1,1
150.000000,1,1068,2109,32.000000,0,1,-1,1
150.000000,1,1077,2180,56.000000,1,1,1,1
150.000000,1,1157,2096,32.000000,0,1,-1,1
150.000000,1,1294,1786,87.000000,1,1,1,1
150.000000,1,1068,2870,36.000000,0,1,-1,1
150.000000,1,1300,1873,55.000000,1,3,3,1
150.000000,1,1296,1947,49.000000,1,3,3,1
150.000000,1,1299,1984,29.000000,1,1,1,1
150.000000,1,1093,2069,75.000000,1,1,1,1
150.000000,1,1068,2868,40.000000,0,1,-1,1
150.000000,1,1176,2004,27.000000,1,1,1,1
150.000000,1,1092,1867,76.000000,0,1,-1,1
150.000000,1,1141,1917,52.000000,1,1,1,1
150.000000,1,1068,2280,28.000000,0,1,-1,1
150.000000,1,1076,2134,78.000000,1,1,1,1
150.000000,1,1060,2727,32.000000,0,1,-1,1
150.000000,1,1067,2355,36.000000,0,1,-1,1
150.000000,1,1098,1933,102.000000,1,2,2,1
150.000000,1,1068,2319,32.000000,0,1,-1,1
150.000000,1,1109,2134,28.000000,0,1,-1,1
150.000000,1,1097,1706,74.000000,1,1,1,1
150.000000,1,1090,1962,35.000000,1,1,1,1
150.000000,1,1099,1735,29.000000,1,1,1,1
150.000000,1,1119,2064,89.000000,1,1,1,1
150.000000,1,1300,1516,85.000000,1,2,2,1
150.000000,1,1108,1743,91.000000,1,3,3,1
150.000000,1,1134,2044,71.000000,1,1,1,1
150.000000,1,1084,2095,31.000000,1,1,1,1
150.000000,1,1118,1812,59.000000,1,3,3,1
150.000000,1,1085,2192,36.000000,0,1,-1,1
150.000000,1,1166,2033,40.000000,0,1,-1,1
150.000000,1,1081,2129,40.000000,0,1,-1,1
150.000000,1,1068,2282,85.000000,1,3,3,1
150.000000,1,1080,2113,51.000000,1,1,1,1
150.000000,1,1091,1947,48.000000,0,1,-1,1
150.000000,1,1080,1948,32.000000,0,1,-1,1
150.000000,1,1068,2192,28.000000,1,1,1,1
150.000000,1,1180,2123,55.000000,1,1,1,1
150.000000,1,1088,2085,81.000000,1,1,1,1
150.000000,1,1092,2046,63.000000,1,3,3,1
150.000000,1,1077,2267,60.000000,1,3,3,1
150.000000,1,1292,1774,68.000000,1,1,1,1
150.000000,1,1092,2152,31.000000,1,1,1,1
150.000000,1,1079,2111,48.000000,0,1,-1,1
150.000000,1,1188,2124,55.000000,1,1,1,1
150.000000,1,1068,2359,24.000000,0,1,-1,1
150.000000,1,1094,1947,63.000000,1,1,1,1
150.000000,1,1094,1970,53.000000,1,1,1,1
150.000000,1,1093,2733,59.000000,1,1,1,1
150.000000,1,1096,1859,49.000000,1,1,1,1
150.000000,1,1143,1923,67.000000,1,1,1,1
150.000000,1,1083,2005,38.000000,1,1,1,1
150.000000,1,1299,1791,58.000000,1,1,1,1
150.000000,1,1089,1962,56.000000,1,3,3,1
150.000000,1,1298,1842,104.000000,1,2,2,1
150.000000,1,1068,2877,28.000000,0,1,-1,1
150.000000,1,1285,1894,47.000000,1,1,1,1
150.000000,1,1068,2711,36.000000,0,1,-1,1
150.000000,1,1071,2853,71.000000,1,1,1,1
150.000000,1,1174,1772,50.000000,1,1,1,1
150.000000,1,1268,2674,40.000000,0,1,-1,1
150.000000,1,1089,2872,76.000000,1,1,1,1
150.000000,1,1159,1905,44.000000,1,3,3,1
150.000000,1,1111,1820,63.000000,1,1,1,1
150.000000,1,1094,1597,40.000000,0,1,-1,1
150.000000,1,1071,2289,75.000000,1,3,3,1
150.000000,1,1103,2095,48.000000,0,1,-1,1
150.000000,1,1068,2729,40.000000,0,1,-1,1
150.000000,1,1147,2073,48.000000,1,3,3,1
150.000000,1,1122,1928,67.000000,1,1,1,1
150.000000,1,1169,1737,33.000000,1,1,1,1
150.000000,1,1089,2204,61.000000,1,2,2,1
150.000000,1,1095,2008,46.000000,1,3,3,1
150.000000,1,1084,2087,30.000000,1,1,1,1
150.000000,1,1068,2880,32.000000,0,1,-1,1
150.000000,1,1295,2058,116.000000,1,3,3,1
150.000000,1,1078,2856,40.000000,1,1,1,1
150.000000,1,1107,2688,44.000000,0,1,-1,1
150.000000,1,1068,2885,40.000000,0,1,-1,1
150.000000,1,1184,1931,44.000000,1,3,3,1
150.000000,1,1292,2005,71.000000,1,3,3,1
150.000000,1,1160,1748,31.000000,1,1,1,1
150.000000,1,1082,2038,40.000000,0,1,-1,1
150.000000,1,1093,1926,70.000000,1,3,3,1
150.000000,1,1068,2757,127.000000,0,1,-1,1
150.000000,1,1290,2094,40.000000,1,1,1,1
150.000000,1,1068,2070,28.000000,0,1,-1,1
150.000000,1,1184,2039,39.000000,1,1,1,1
150.000000,1,1098,2107,131.000000,1,1,1,1
150.000000,1,1088,2057,72.000000,1,1,1,1
150.000000,1,1099,1760,74.000000,1,1,1,1
150.000000,1,1076,2152,32.000000,0,1,-1,1
150.000000,1,1296,1554,43.000000,1,1,1,1
150.000000,1,1076,2704,48.000000,0,1,-1,1
150.000000,1,1072,2363,44.000000,0,1,-1,1
150.000000,1,1190,1950,39.000000,1,1,1,1
150.000000,1,1068,2196,32.000000,0,1,-1,1
150.000000,1,1068,2303,32.000000,0,1,-1,1
150.000000,1,1068,2315,40.000000,0,1,-1,1
150.000000,1,1068,2332,52.000000,0,1,-1,1
150.000000,1,1100,1949,55.000000,1,1,1,1
150.000000,1,1100,1866,39.000000,1,1,1,1
150.000000,1,1074,2182,40.000000,0,1,-1,1
150.000000,1,1291,1880,64.000000,1,3,3,1
150.000000,1,1084,1984,36.000000,0,1,-1,1
150.000000,1,1140,2081,30.000000,1,1,1,1
150.000000,1,1079,2886,72.000000,0,1,-1,1
150.000000,1,1068,2603,32.000000,0,1,-1,1
150.000000,1,1085,1885,97.000000,1,2,2,1
150.000000,1,1096,2178,79.000000,1,1,1,1
150.000000,1,1163,1771,67.000000,1,3,3,1
150.000000,1,1080,2117,35.000000,1,1,1,1
